site,month,calendar_days,k_mcar,k_block_1,k_block_2,k_weekday_heavy,k_weekend_heavy,k_markov,recommended_k,threshold_status,operational_status
051-0107,5,31,24,23,26,22,28,25,26,certified,complete_exact
051-0107,6,30,17,15,14,16,26,20,20,certified,complete_exact
051-0107,7,31,18,18,17,20,25,19,20,certified,complete_exact
051-0107,8,31,16,14,14,16,23,16,16,certified,incomplete_requires_prediction
051-0107,9,30,24,22,26,24,26,25,26,certified,incomplete_requires_prediction
051-0107,10,31,19,22,21,21,25,21,22,certified,complete_exact
051-0107,11,30,16,14,18,16,21,18,18,certified,incomplete_requires_prediction
051-0107,12,31,20,24,24,20,22,22,24,certified,complete_exact
051-0109,1,31,14,15,15,16,21,15,16,certified,complete_exact
051-0109,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
051-0109,3,31,8,12,10,8,12,10,12,certified,complete_exact
051-0109,4,30,7,7,9,9,11,7,9,certified,complete_exact
051-0109,5,31,9,12,12,11,12,10,12,certified,complete_exact
051-0109,6,30,6,6,8,9,14,7,9,certified,complete_exact
051-0109,7,31,16,15,15,18,22,17,18,certified,complete_exact
051-0109,8,31,6,7,10,7,13,8,10,certified,incomplete_requires_prediction
051-0109,9,30,16,17,17,16,20,18,18,certified,incomplete_requires_prediction
051-0109,10,31,9,10,11,12,21,10,12,certified,complete_exact
051-0109,11,30,8,8,10,9,9,9,10,certified,complete_exact
051-0109,12,31,13,14,12,13,15,14,14,certified,complete_exact
051-0129,1,31,23,23,26,22,27,26,26,certified,complete_exact
051-0129,2,29,12,19,12,13,21,17,19,certified_calendar_sensitivity,complete_exact
051-0129,3,31,7,8,8,10,22,8,10,certified,complete_exact
051-0129,4,30,19,22,21,19,25,21,22,certified,complete_exact
051-0129,5,31,7,10,10,10,11,8,10,certified,complete_exact
051-0129,6,30,5,3,4,7,8,6,7,certified,complete_exact
051-0129,7,31,10,12,11,12,18,11,12,certified,complete_exact
051-0129,8,31,8,10,10,8,15,9,10,certified,complete_exact
051-0129,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
051-0129,10,31,6,13,10,10,6,7,13,certified,complete_exact
051-0129,11,30,13,20,16,12,21,15,20,certified,complete_exact
051-0129,12,31,12,19,12,13,14,14,19,certified,complete_exact
051-0138,1,31,23,23,26,22,27,26,26,certified,no_target_record
051-0138,2,29,12,19,12,13,21,17,19,certified_calendar_sensitivity,no_target_record
051-0138,3,31,7,8,7,8,20,7,8,certified,incomplete_requires_prediction
051-0138,4,30,19,22,21,19,25,21,22,certified,complete_exact
051-0138,5,31,7,10,11,10,12,8,11,certified,complete_exact
051-0138,6,30,5,3,4,6,7,5,6,certified,complete_exact
051-0138,7,31,11,12,11,13,19,12,13,certified,complete_exact
051-0138,8,31,8,10,10,8,15,9,10,certified,complete_exact
051-0138,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
051-0138,10,31,6,13,10,10,6,7,13,certified,incomplete_requires_prediction
051-0138,11,30,12,20,15,11,21,14,20,certified,complete_exact
051-0138,12,31,12,19,12,13,15,14,19,certified,complete_exact
051-0169,1,31,23,23,26,22,27,26,26,certified,no_target_record
051-0169,2,29,12,19,12,13,21,17,19,certified_calendar_sensitivity,no_target_record
051-0169,3,31,7,8,7,8,20,7,8,certified,no_target_record
051-0169,4,30,19,22,21,19,25,21,22,certified,no_target_record
051-0169,5,31,7,10,11,10,12,8,11,certified,no_target_record
051-0169,6,30,5,3,4,6,7,5,6,certified,no_target_record
051-0169,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
051-0169,8,31,8,10,10,8,15,9,10,certified,incomplete_requires_prediction
051-0169,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
051-0169,10,31,6,13,10,10,6,7,13,certified,incomplete_requires_prediction
051-0169,11,30,12,20,15,11,21,14,20,certified,complete_exact
051-0169,12,31,12,19,12,13,15,14,19,certified,complete_exact
051-0264,1,31,14,15,15,15,21,15,15,certified,complete_exact
051-0264,2,29,6,7,8,8,8,7,8,certified_calendar_sensitivity,complete_exact
051-0264,3,31,7,10,9,7,6,8,10,certified,complete_exact
051-0264,4,30,8,13,12,10,14,10,13,certified,complete_exact
051-0264,5,31,9,12,12,10,11,10,12,certified,complete_exact
051-0264,6,30,4,4,2,6,3,4,6,certified,complete_exact
051-0264,7,31,14,11,13,16,20,15,16,certified,complete_exact
051-0264,8,31,6,5,5,7,6,7,7,certified,incomplete_requires_prediction
051-0264,9,30,15,17,17,15,18,17,17,certified,incomplete_requires_prediction
051-0264,10,31,7,9,10,11,13,8,11,certified,complete_exact
051-0264,11,30,8,8,10,9,8,9,10,certified,complete_exact
051-0264,12,31,12,14,12,13,13,13,14,certified,complete_exact
051-0318,1,31,26,26,27,25,28,27,27,certified,incomplete_requires_prediction
051-0318,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
051-0318,3,31,20,22,24,20,28,23,24,certified,complete_exact
051-0318,4,30,23,24,25,24,27,24,25,certified,complete_exact
051-0318,5,31,25,27,27,25,28,26,27,certified,complete_exact
051-0318,6,30,19,15,14,16,26,21,21,certified,complete_exact
051-0318,7,31,22,22,24,22,26,23,24,certified,complete_exact
051-0318,8,31,19,14,15,16,26,19,19,certified,incomplete_requires_prediction
051-0318,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
051-0318,10,31,21,22,24,21,27,23,24,certified,complete_exact
051-0318,11,30,19,22,22,19,25,21,22,certified,complete_exact
051-0318,12,31,23,25,26,22,26,24,26,certified,complete_exact
051-0334,1,31,14,15,15,16,21,15,16,certified,complete_exact
051-0334,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
051-0334,3,31,8,12,10,8,12,10,12,certified,complete_exact
051-0334,4,30,7,7,9,9,11,7,9,certified,complete_exact
051-0334,5,31,9,12,12,11,12,10,12,certified,complete_exact
051-0334,6,30,6,6,8,9,14,6,9,certified,complete_exact
051-0334,7,31,16,15,15,18,22,17,18,certified,complete_exact
051-0334,8,31,6,7,10,7,13,8,10,certified,incomplete_requires_prediction
051-0334,9,30,16,16,17,16,20,18,18,certified,incomplete_requires_prediction
051-0334,10,31,9,10,11,12,21,10,12,certified,complete_exact
051-0334,11,30,8,8,10,9,9,9,10,certified,complete_exact
051-0334,12,31,13,14,12,13,15,14,14,certified,complete_exact
051-0376,1,31,23,23,26,22,27,26,26,certified,complete_exact
051-0376,2,29,12,19,12,13,21,17,19,certified_calendar_sensitivity,complete_exact
051-0376,3,31,7,8,8,10,22,8,10,certified,complete_exact
051-0376,4,30,19,22,21,19,25,21,22,certified,complete_exact
051-0376,5,31,7,10,11,10,12,8,11,certified,complete_exact
051-0376,6,30,5,4,5,7,9,6,7,certified,complete_exact
051-0376,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
051-0376,8,31,8,10,10,8,15,9,10,certified,incomplete_requires_prediction
051-0376,9,30,14,11,14,14,15,15,15,certified,incomplete_requires_prediction
051-0376,10,31,6,13,10,10,6,7,13,certified,complete_exact
051-0376,11,30,13,20,16,14,21,15,20,certified,complete_exact
051-0376,12,31,12,19,12,13,15,14,19,certified,complete_exact
051-0387,1,31,23,23,26,22,27,26,26,certified,incomplete_requires_prediction
051-0387,2,29,12,18,11,13,21,16,18,certified_calendar_sensitivity,incomplete_requires_prediction
051-0387,3,31,7,8,8,10,22,8,10,certified,incomplete_requires_prediction
051-0387,4,30,19,22,21,19,25,21,22,certified,complete_exact
051-0387,5,31,7,10,11,10,12,8,11,certified,complete_exact
051-0387,6,30,5,3,4,6,7,5,6,certified,complete_exact
051-0387,7,31,11,12,11,13,19,12,13,certified,complete_exact
051-0387,8,31,8,10,10,8,15,9,10,certified,incomplete_requires_prediction
051-0387,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
051-0387,10,31,6,13,10,10,6,7,13,certified,incomplete_requires_prediction
051-0387,11,30,12,20,16,12,21,15,20,certified,complete_exact
051-0387,12,31,12,19,12,13,15,14,19,certified,complete_exact
051-0390,1,31,19,18,19,20,23,21,21,certified,complete_exact
051-0390,2,29,7,11,8,9,8,8,11,certified_calendar_sensitivity,complete_exact
051-0390,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
051-0390,4,30,18,22,23,17,22,22,23,certified,complete_exact
051-0390,5,31,9,14,12,11,11,11,14,certified,complete_exact
051-0390,6,30,7,7,9,9,11,8,9,certified,complete_exact
051-0390,7,31,15,13,15,16,22,16,16,certified,complete_exact
051-0390,8,31,6,7,7,7,5,7,7,certified,incomplete_requires_prediction
051-0390,9,30,18,17,19,19,17,20,20,certified,no_target_record
051-0390,10,31,11,17,14,13,16,13,17,certified,no_target_record
051-0390,11,30,13,19,15,12,18,15,19,certified,no_target_record
051-0390,12,31,20,21,23,20,25,22,23,certified,no_target_record
051-0509,1,31,26,27,27,25,28,27,27,certified,complete_exact
051-0509,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
051-0509,3,31,20,22,24,20,28,23,24,certified,complete_exact
051-0509,4,30,23,24,25,24,27,24,25,certified,complete_exact
051-0509,5,31,25,27,27,25,28,26,27,certified,complete_exact
051-0509,6,30,19,15,14,16,26,21,21,certified,complete_exact
051-0509,7,31,22,22,24,22,26,23,24,certified,complete_exact
051-0509,8,31,19,14,15,16,26,19,19,certified,complete_exact
051-0509,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
051-0509,10,31,21,22,24,21,27,23,24,certified,complete_exact
051-0509,11,30,19,22,22,19,25,21,22,certified,complete_exact
051-0509,12,31,23,25,26,22,26,24,26,certified,complete_exact
051-0649,1,31,14,15,15,15,21,15,15,certified,incomplete_requires_prediction
051-0649,2,29,6,7,8,8,9,7,8,certified_calendar_sensitivity,complete_exact
051-0649,3,31,7,10,10,8,8,8,10,certified,complete_exact
051-0649,4,30,8,13,12,11,16,10,13,certified,complete_exact
051-0649,5,31,9,12,12,10,11,10,12,certified,complete_exact
051-0649,6,30,4,4,2,6,4,4,6,certified,complete_exact
051-0649,7,31,15,10,13,16,22,16,16,certified,incomplete_requires_prediction
051-0649,8,31,6,7,10,7,11,7,10,certified,complete_exact
051-0649,9,30,15,17,17,16,19,17,17,certified,incomplete_requires_prediction
051-0649,10,31,8,10,10,12,21,9,12,certified,complete_exact
051-0649,11,30,8,8,10,9,9,9,10,certified,complete_exact
051-0649,12,31,12,14,12,13,14,14,14,certified,complete_exact
051-0700,1,31,21,23,23,21,27,25,25,certified,complete_exact
051-0700,2,29,11,19,10,12,20,14,19,certified_calendar_sensitivity,complete_exact
051-0700,3,31,7,8,8,8,20,8,8,certified,complete_exact
051-0700,4,30,18,22,20,17,24,20,22,certified,complete_exact
051-0700,5,31,7,10,10,10,10,8,10,certified,complete_exact
051-0700,6,30,5,3,4,6,8,6,6,certified,incomplete_requires_prediction
051-0700,7,31,10,10,10,12,16,10,12,certified,incomplete_requires_prediction
051-0700,8,31,6,9,5,7,7,7,9,certified,complete_exact
051-0700,9,30,13,11,14,13,14,14,14,certified,incomplete_requires_prediction
051-0700,10,31,5,13,10,10,5,7,13,certified,complete_exact
051-0700,11,30,12,20,15,12,21,14,20,certified,complete_exact
051-0700,12,31,11,16,5,12,12,13,16,certified,complete_exact
051-1113,1,31,24,26,26,23,27,26,26,certified,incomplete_requires_prediction
051-1113,2,29,21,22,22,20,23,21,22,certified_calendar_sensitivity,incomplete_requires_prediction
051-1113,3,31,17,17,16,16,26,18,18,certified,complete_exact
051-1113,4,30,18,24,22,19,25,20,24,certified,complete_exact
051-1113,5,31,22,25,25,22,26,24,25,certified,complete_exact
051-1113,6,30,14,14,12,14,25,15,15,certified,complete_exact
051-1113,7,31,22,22,24,22,26,23,24,certified,incomplete_requires_prediction
051-1113,8,31,14,9,13,15,23,14,15,certified,complete_exact
051-1113,9,30,24,22,25,24,25,25,25,certified,incomplete_requires_prediction
051-1113,10,31,18,16,20,20,25,19,20,certified,complete_exact
051-1113,11,30,19,22,22,19,25,21,22,certified,complete_exact
051-1113,12,31,23,25,26,22,26,24,26,certified,complete_exact
051-9215,1,31,21,22,21,20,23,23,23,certified,complete_exact
051-9215,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
051-9215,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
051-9215,4,30,18,23,25,19,24,22,25,certified,complete_exact
051-9215,5,31,9,14,12,11,14,11,14,certified,complete_exact
051-9215,6,30,9,8,10,10,22,10,10,certified,incomplete_requires_prediction
051-9215,7,31,16,14,15,17,23,18,18,certified,complete_exact
051-9215,8,31,8,9,9,8,8,9,9,certified,incomplete_requires_prediction
051-9215,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
051-9215,10,31,12,17,14,13,17,14,17,certified,complete_exact
051-9215,11,30,13,19,15,12,18,15,19,certified,complete_exact
051-9215,12,31,20,21,23,20,25,22,23,certified,complete_exact
051-9216,1,31,21,22,22,20,23,23,23,certified,no_target_record
051-9216,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,no_target_record
051-9216,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
051-9216,4,30,18,23,25,19,24,22,25,certified,complete_exact
051-9216,5,31,9,14,12,11,14,11,14,certified,complete_exact
051-9216,6,30,8,7,10,10,22,9,10,certified,complete_exact
051-9216,7,31,16,14,15,17,23,18,18,certified,complete_exact
051-9216,8,31,8,9,9,8,8,9,9,certified,complete_exact
051-9216,9,30,19,22,22,20,21,22,22,certified,incomplete_requires_prediction
051-9216,10,31,11,17,13,13,17,13,17,certified,complete_exact
051-9216,11,30,12,19,15,12,18,15,19,certified,complete_exact
051-9216,12,31,18,21,21,18,19,20,21,certified,complete_exact
051-9816,1,31,21,22,22,20,23,23,23,certified,complete_exact
051-9816,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
051-9816,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
051-9816,4,30,18,23,25,19,24,22,25,certified,complete_exact
051-9816,5,31,9,14,12,11,14,11,14,certified,complete_exact
051-9816,6,30,9,8,10,10,22,10,10,certified,complete_exact
051-9816,7,31,16,14,15,17,23,18,18,certified,complete_exact
051-9816,8,31,8,9,9,8,8,9,9,certified,complete_exact
051-9816,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
051-9816,10,31,12,17,14,13,17,14,17,certified,complete_exact
051-9816,11,30,13,19,15,12,18,15,19,certified,incomplete_requires_prediction
051-9816,12,31,20,21,23,20,25,22,23,certified,complete_exact
051-9818,1,31,21,22,21,20,23,22,22,certified,complete_exact
051-9818,2,29,7,11,8,9,9,8,11,certified_calendar_sensitivity,complete_exact
051-9818,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
051-9818,4,30,18,23,23,17,24,22,23,certified,complete_exact
051-9818,5,31,9,14,12,11,14,11,14,certified,complete_exact
051-9818,6,30,8,8,10,10,22,9,10,certified,complete_exact
051-9818,7,31,16,14,15,17,23,17,17,certified,complete_exact
051-9818,8,31,8,9,9,8,8,9,9,certified,complete_exact
051-9818,9,30,19,18,22,19,18,21,22,certified,incomplete_requires_prediction
051-9818,10,31,12,17,14,13,17,13,17,certified,complete_exact
051-9818,11,30,12,16,15,12,18,14,16,certified,complete_exact
051-9818,12,31,20,21,23,20,19,21,23,certified,complete_exact
051-9827,1,31,21,22,22,20,23,23,23,certified,no_target_record
051-9827,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,no_target_record
051-9827,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,no_target_record
051-9827,4,30,14,18,17,15,21,17,18,certified,no_target_record
051-9827,5,31,9,14,12,11,14,11,14,certified,no_target_record
051-9827,6,30,9,8,10,10,22,10,10,certified,incomplete_requires_prediction
051-9827,7,31,14,13,14,15,21,15,15,certified,incomplete_requires_prediction
051-9827,8,31,8,9,9,8,8,9,9,certified,incomplete_requires_prediction
051-9827,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
051-9827,10,31,12,17,14,13,17,14,17,certified,complete_exact
051-9827,11,30,13,19,15,12,18,15,19,certified,complete_exact
051-9827,12,31,20,21,23,20,25,22,23,certified,complete_exact
051-9828,1,31,21,22,22,20,23,23,23,certified,no_target_record
051-9828,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,no_target_record
051-9828,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,no_target_record
051-9828,4,30,14,18,17,15,21,17,18,certified,no_target_record
051-9828,5,31,9,14,12,11,14,11,14,certified,no_target_record
051-9828,6,30,9,8,10,10,22,10,10,certified,no_target_record
051-9828,7,31,14,13,14,15,21,15,15,certified,incomplete_requires_prediction
051-9828,8,31,8,9,9,8,8,9,9,certified,incomplete_requires_prediction
051-9828,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
051-9828,10,31,12,17,14,13,17,14,17,certified,complete_exact
051-9828,11,30,13,19,15,12,18,15,19,certified,complete_exact
051-9828,12,31,20,21,23,20,25,22,23,certified,complete_exact
057-0341,1,31,26,27,27,25,28,27,27,certified,complete_exact
057-0341,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
057-0341,3,31,20,22,24,20,28,23,24,certified,complete_exact
057-0341,4,30,23,24,25,24,27,24,25,certified,complete_exact
057-0341,5,31,25,27,27,25,28,26,27,certified,complete_exact
057-0341,6,30,19,15,14,16,26,21,21,certified,complete_exact
057-0341,7,31,22,22,24,22,26,23,24,certified,complete_exact
057-0341,8,31,19,14,15,16,26,19,19,certified,complete_exact
057-0341,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
057-0341,10,31,21,22,24,21,27,23,24,certified,complete_exact
057-0341,11,30,19,22,22,19,25,21,22,certified,complete_exact
057-0341,12,31,23,25,26,22,26,24,26,certified,complete_exact
059-0014,1,31,18,15,17,18,22,18,18,certified,complete_exact
059-0014,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
059-0014,3,31,6,8,8,7,16,7,8,certified,incomplete_requires_prediction
059-0014,4,30,6,10,8,10,9,8,10,certified,complete_exact
059-0014,5,31,7,10,11,10,12,8,11,certified,incomplete_requires_prediction
059-0014,6,30,5,3,4,6,7,5,6,certified,complete_exact
059-0014,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
059-0014,8,31,3,3,4,5,3,3,5,certified,complete_exact
059-0014,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
059-0014,10,31,5,10,6,10,6,6,10,certified,complete_exact
059-0014,11,30,9,15,12,10,14,11,15,certified,complete_exact
059-0014,12,31,12,19,12,13,15,14,19,certified,complete_exact
059-0087,1,31,15,15,15,16,18,16,16,certified,complete_exact
059-0087,2,29,6,6,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
059-0087,3,31,10,14,11,11,15,11,14,certified,complete_exact
059-0087,4,30,9,8,10,11,20,10,11,certified,complete_exact
059-0087,5,31,9,12,12,11,12,10,12,certified,complete_exact
059-0087,6,30,6,6,8,9,14,7,9,certified,complete_exact
059-0087,7,31,13,15,14,15,20,15,15,certified,complete_exact
059-0087,8,31,4,7,5,6,4,5,7,certified,complete_exact
059-0087,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
059-0087,10,31,5,7,7,11,7,6,11,certified,complete_exact
059-0087,11,30,11,15,13,11,19,13,15,certified,complete_exact
059-0087,12,31,13,19,14,14,13,15,19,certified,complete_exact
059-0118,1,31,15,15,15,16,18,16,16,certified,incomplete_requires_prediction
059-0118,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
059-0118,3,31,7,10,10,8,8,8,10,certified,complete_exact
059-0118,4,30,8,13,12,11,20,10,13,certified,complete_exact
059-0118,5,31,9,12,12,11,12,10,12,certified,complete_exact
059-0118,6,30,5,5,5,7,5,5,7,certified,complete_exact
059-0118,7,31,11,10,10,12,13,12,12,certified,complete_exact
059-0118,8,31,4,7,5,6,4,5,7,certified,complete_exact
059-0118,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
059-0118,10,31,5,7,7,11,7,6,11,certified,complete_exact
059-0118,11,30,7,7,9,9,8,8,9,certified,complete_exact
059-0118,12,31,13,19,14,14,13,15,19,certified,complete_exact
059-0367,1,31,15,15,15,16,18,16,16,certified,complete_exact
059-0367,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
059-0367,3,31,7,10,9,8,8,8,10,certified,complete_exact
059-0367,4,30,8,13,12,11,20,10,13,certified,complete_exact
059-0367,5,31,9,12,12,11,12,10,12,certified,complete_exact
059-0367,6,30,5,5,5,7,5,5,7,certified,complete_exact
059-0367,7,31,11,10,10,12,13,12,12,certified,complete_exact
059-0367,8,31,4,6,3,6,3,5,6,certified,complete_exact
059-0367,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
059-0367,10,31,5,7,7,11,7,6,11,certified,complete_exact
059-0367,11,30,7,7,9,9,8,8,9,certified,complete_exact
059-0367,12,31,13,18,14,13,12,15,18,certified,incomplete_requires_prediction
059-0611,1,31,26,27,27,25,28,27,27,certified,complete_exact
059-0611,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
059-0611,3,31,20,22,24,20,28,23,24,certified,complete_exact
059-0611,4,30,23,24,25,24,27,24,25,certified,complete_exact
059-0611,5,31,25,27,27,25,28,26,27,certified,complete_exact
059-0611,6,30,19,15,14,16,26,21,21,certified,complete_exact
059-0611,7,31,22,22,24,22,26,23,24,certified,complete_exact
059-0611,8,31,19,14,15,16,26,19,19,certified,complete_exact
059-0611,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
059-0611,10,31,21,22,24,21,27,23,24,certified,complete_exact
059-0611,11,30,19,22,22,19,25,21,22,certified,complete_exact
059-0611,12,31,23,25,26,22,26,24,26,certified,complete_exact
059-0613,1,31,26,27,27,25,28,27,27,certified,complete_exact
059-0613,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
059-0613,3,31,20,22,24,20,28,23,24,certified,complete_exact
059-0613,4,30,23,24,25,24,27,24,25,certified,complete_exact
059-0613,5,31,25,27,27,25,28,26,27,certified,complete_exact
059-0613,6,30,19,15,14,16,26,21,21,certified,complete_exact
059-0613,7,31,22,22,24,22,26,23,24,certified,complete_exact
059-0613,8,31,19,14,15,16,26,19,19,certified,complete_exact
059-0613,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
059-0613,10,31,21,22,24,21,27,23,24,certified,complete_exact
059-0613,11,30,19,22,22,19,25,21,22,certified,complete_exact
059-0613,12,31,23,25,26,22,26,24,26,certified,complete_exact
061-0109,1,31,14,15,15,16,21,15,16,certified,complete_exact
061-0109,2,29,6,6,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
061-0109,3,31,9,14,11,10,11,11,14,certified,complete_exact
061-0109,4,30,9,8,10,11,20,10,11,certified,complete_exact
061-0109,5,31,9,12,12,11,11,10,12,certified,complete_exact
061-0109,6,30,5,5,7,7,9,6,7,certified,complete_exact
061-0109,7,31,12,15,13,13,17,13,15,certified,complete_exact
061-0109,8,31,4,6,5,6,3,4,6,certified,complete_exact
061-0109,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
061-0109,10,31,5,7,7,10,6,6,10,certified,complete_exact
061-0109,11,30,10,15,11,11,16,11,15,certified,complete_exact
061-0109,12,31,12,14,11,13,15,13,14,certified,complete_exact
063-0005,1,31,15,15,15,16,18,16,16,certified,complete_exact
063-0005,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
063-0005,3,31,10,14,11,11,15,11,14,certified,complete_exact
063-0005,4,30,9,8,10,11,20,10,11,certified,complete_exact
063-0005,5,31,9,12,12,11,12,10,12,certified,complete_exact
063-0005,6,30,6,6,8,9,14,7,9,certified,complete_exact
063-0005,7,31,13,15,14,15,20,15,15,certified,complete_exact
063-0005,8,31,4,7,5,6,4,5,7,certified,complete_exact
063-0005,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
063-0005,10,31,5,7,7,11,7,6,11,certified,complete_exact
063-0005,11,30,11,15,13,11,19,13,15,certified,complete_exact
063-0005,12,31,13,19,14,14,13,15,19,certified,incomplete_requires_prediction
063-0096,1,31,15,15,15,16,18,16,16,certified,complete_exact
063-0096,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
063-0096,3,31,10,14,11,11,15,11,14,certified,complete_exact
063-0096,4,30,9,8,10,11,20,10,11,certified,complete_exact
063-0096,5,31,9,12,12,11,12,10,12,certified,complete_exact
063-0096,6,30,6,6,8,9,14,7,9,certified,complete_exact
063-0096,7,31,13,15,14,15,20,15,15,certified,complete_exact
063-0096,8,31,4,7,5,6,4,5,7,certified,complete_exact
063-0096,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
063-0096,10,31,5,7,7,11,7,6,11,certified,complete_exact
063-0096,11,30,11,15,13,11,19,13,15,certified,complete_exact
063-0096,12,31,13,19,14,14,13,15,19,certified,complete_exact
063-0383,1,31,26,27,27,25,28,27,27,certified,complete_exact
063-0383,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
063-0383,3,31,20,22,24,20,28,23,24,certified,complete_exact
063-0383,4,30,23,24,25,24,27,24,25,certified,incomplete_requires_prediction
063-0383,5,31,25,27,27,25,28,26,27,certified,no_target_record
063-0383,6,30,19,15,14,16,26,21,21,certified,no_target_record
063-0383,7,31,22,22,24,22,26,23,24,certified,incomplete_requires_prediction
063-0383,8,31,19,14,15,16,26,19,19,certified,complete_exact
063-0383,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
063-0383,10,31,21,22,24,21,27,23,24,certified,complete_exact
063-0383,11,30,19,22,22,19,25,21,22,certified,complete_exact
063-0383,12,31,23,25,26,22,26,24,26,certified,complete_exact
063-1023,1,31,15,15,15,16,18,16,16,certified,complete_exact
063-1023,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
063-1023,3,31,10,14,11,11,15,11,14,certified,complete_exact
063-1023,4,30,9,8,10,11,20,10,11,certified,complete_exact
063-1023,5,31,9,12,12,11,12,10,12,certified,complete_exact
063-1023,6,30,6,6,8,9,14,7,9,certified,complete_exact
063-1023,7,31,13,15,14,15,20,15,15,certified,incomplete_requires_prediction
063-1023,8,31,4,7,5,6,4,5,7,certified,complete_exact
063-1023,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
063-1023,10,31,5,7,7,11,7,6,11,certified,complete_exact
063-1023,11,30,11,15,13,11,19,13,15,certified,complete_exact
063-1023,12,31,13,19,14,14,13,15,19,certified,complete_exact
063-1032,1,31,15,15,15,16,18,16,16,certified,complete_exact
063-1032,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,incomplete_requires_prediction
063-1032,3,31,7,10,10,8,8,8,10,certified,complete_exact
063-1032,4,30,8,13,12,11,20,10,13,certified,complete_exact
063-1032,5,31,9,12,12,11,12,10,12,certified,complete_exact
063-1032,6,30,5,5,5,7,5,5,7,certified,complete_exact
063-1032,7,31,11,10,10,12,13,12,12,certified,complete_exact
063-1032,8,31,4,7,5,6,4,5,7,certified,complete_exact
063-1032,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
063-1032,10,31,5,7,7,11,7,6,11,certified,complete_exact
063-1032,11,30,7,9,9,9,8,8,9,certified,complete_exact
063-1032,12,31,12,17,13,13,11,14,17,certified,complete_exact
063-1192,1,31,18,15,16,18,18,19,19,certified,complete_exact
063-1192,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
063-1192,3,31,6,8,8,7,16,7,8,certified,complete_exact
